Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Conversion_Rate_Recalc,CTR,CPC,CPA,ROI
A1055,Data Analytcis Course,125.0,4223.0,183.68,15.0,6.0,0.048,1267.0,2024-11-05,Hyderabad,Desktop,data analitics online,0.048,0.029599810561212407,1.46944,30.613333333333333,5.897865853658536
A1056,Data Analytcis Course,104.0,4798.0,210.1,18.0,3.0,0.028846153846153848,1340.0,2024-11-21,Hyderabad,Desktop,analytics for data,0.028846153846153848,0.021675698207586493,2.020192307692308,70.03333333333333,5.377915278438839
A1057,Data Anlytics Corse,194.0,5655.0,208.58,13.0,6.0,0.031,1692.0,2024-11-16,Hydrebad,Mobile,data anaytics training,0.030927835051546393,0.03430592396109638,1.0751546391752578,34.763333333333335,7.111995397449419
A1058,Dataanalyticscourse,144.0,5140.0,219.48,19.0,8.0,0.047,1054.0,2024-11-18,Hyderbad,Desktop,data analitics online,0.05555555555555555,0.02801556420233463,1.5241666666666667,27.435,3.8022598870056497
A1059,Data Analytics Corse,179.0,3025.0,238.81,17.0,3.0,0.017,,2024-11-11,Hyderabad,Mobile,data analitics online,0.01675977653631285,0.059173553719008266,1.3341340782122906,79.60333333333334,
A1060,Data Analytics Corse,166.0,5223.0,189.76,18.0,7.0,0.042,1219.0,2024-11-16,Hyderbad,Tablet,data analytics course,0.04216867469879518,0.031782500478652116,1.1431325301204818,27.108571428571427,5.423903878583475
A1061,Data Analytcis Course,166.0,5089.0,,26.0,7.0,0.042,1946.0,2024-11-11,Hyderbad,Tablet,analytics for data,0.04216867469879518,0.03261937512281391,,,
A1062,Data Anlytics Corse,118.0,5016.0,204.31,19.0,9.0,0.045,1833.0,2024-11-08,Hyderabad,Desktop,analytics for data,0.07627118644067797,0.023524720893141945,1.7314406779661018,22.70111111111111,7.971660711663649
A1063,Dataanalyticscourse,185.0,3617.0,222.32,24.0,7.0,0.038,1963.0,2024-11-23,Hyderabad,Mobile,data analytics course,0.03783783783783784,0.05114735969035112,1.2017297297297298,31.759999999999998,7.829614969413458
A1064,Data Analytcis Course,116.0,3764.0,232.03,28.0,10.0,0.086,1348.0,2024-11-20,Hyderabad,Tablet,data analytics course,0.08620689655172414,0.030818278427205102,2.0002586206896553,23.203,4.809593587036159
A1065,Data Analytics Corse,99.0,4489.0,183.73,15.0,6.0,0.061,1264.0,2024-11-05,Hyderabad,Desktop,online data analytic,0.06060606060606061,0.022053909556694142,1.8558585858585857,30.621666666666666,5.879660371196866
A1066,Dataanalyticscourse,172.0,4441.0,221.18,14.0,8.0,0.047,1771.0,2024-11-27,Hyderabad,Mobile,analytics for data,0.046511627906976744,0.038730015762215714,1.2859302325581397,27.6475,7.007053078940229
A1067,Data Analytcis Course,138.0,5751.0,199.11,26.0,9.0,0.052,1337.0,2024-11-10,Hyderbad,Desktop,data analitics online,0.06521739130434782,0.023995826812728223,1.442826086956522,22.123333333333335,5.714881221435387
A1068,Data Analytcis Course,84.0,4036.0,234.22,23.0,10.0,0.119,1287.0,2024-04-11,Hyderbad,Desktop,learn data analytics,0.11904761904761904,0.02081268582755203,2.788333333333333,23.422,4.494833916830331
A1069,Dataanalyticscourse,124.0,4942.0,240.59,18.0,3.0,0.024,1922.0,2024-11-16,Hydrebad,Desktop,learn data analytics,0.024193548387096774,0.02509105625252934,1.940241935483871,80.19666666666667,6.988694459453843
A1070,Data Analytcis Course,122.0,4989.0,215.48,12.0,5.0,0.041,1975.0,2024-11-06,Hyderabad,Mobile,data analitics online,0.040983606557377046,0.024453798356384046,1.7662295081967212,43.096,8.165583812882867
A1071,Data Analytics Corse,180.0,3006.0,228.14,22.0,7.0,0.039,1556.0,2024-11-04,Hyderabad,Tablet,learn data analytics,0.03888888888888889,0.059880239520958084,1.2674444444444444,32.59142857142857,5.820373454896117
A1072,Dataanalyticscourse,133.0,3728.0,199.13,11.0,10.0,0.07518796992481203,,2024-11-09,Hyderabad,Desktop,data analitics online,0.07518796992481203,0.03567596566523605,1.497218045112782,19.913,
A1073,Dataanalyticscourse,164.0,3734.0,225.39,27.0,8.0,0.04,1728.0,2024-12-11,Hyderabad,Tablet,learn data analytics,0.04878048780487805,0.04392072844134976,1.3743292682926829,28.17375,6.666711034207375
A1074,Data Analytics Corse,150.0,4621.0,246.3,15.0,6.0,0.049,1554.0,2024-11-09,Hyderabad,Desktop,data analitics online,0.04,0.032460506383899586,1.6420000000000001,41.050000000000004,5.309378806333739
A1075,Data Analytcis Course,97.0,3212.0,212.55,27.0,10.0,0.103,1994.0,2024-11-23,Hyderabad,Desktop,analytics for data,0.10309278350515463,0.030199252801992527,2.191237113402062,21.255000000000003,8.381322041872501
A1076,Data Anlytics Corse,128.0,4225.0,228.24,30.0,4.0,0.031,1618.0,2024-11-08,Hyderbad,Mobile,learn data analytics,0.03125,0.03029585798816568,1.783125,57.06,6.089029092183666
A1077,Data Analytics Corse,99.0,4779.0,233.78,26.0,10.0,0.101,1086.0,2024-11-05,Hyderabad,Desktop,online data analytic,0.10101010101010101,0.02071563088512241,2.3614141414141416,23.378,3.6453931046282833
A1078,Data Anlytics Corse,86.0,5352.0,234.05,11.0,5.0,0.058,1364.0,2024-11-09,Hydrebad,Tablet,online data analytic,0.05813953488372093,0.016068759342301942,2.721511627906977,46.81,4.827814569536423
A1079,Data Analytcis Course,118.0,5405.0,187.28,25.0,7.0,0.058,1836.0,2024-11-05,Hydrebad,Tablet,analytics for data,0.059322033898305086,0.02183163737280296,1.5871186440677967,26.754285714285714,8.8035027765912
A1080,Data Analytcis Course,127.0,5430.0,199.13,14.0,6.0,0.047,1932.0,2024-11-25,Hydrebad,Mobile,analytics for data,0.047244094488188976,0.023388581952117862,1.5679527559055118,33.18833333333333,8.702204589966353
A1081,Data Analytics Corse,83.0,4808.0,241.35,20.0,7.0,0.084,1038.0,2024-11-30,Hyderbad,Mobile,learn data analytics,0.08433734939759036,0.017262895174708817,2.907831325301205,34.47857142857143,3.300807955251709
A1082,Data Analytcis Course,149.0,3587.0,217.53,23.0,8.0,0.053691275167785234,,2024-11-17,Hydrebad,Mobile,data analitics online,0.053691275167785234,0.04153889043769166,1.4599328859060403,27.19125,
A1083,Dataanalyticscourse,168.0,4683.0,215.28,30.0,8.0,0.048,1327.0,2024-11-28,Hyderabad,Mobile,data analitics online,0.047619047619047616,0.03587443946188341,1.2814285714285714,26.91,5.164065403195838
A1084,Dataanalyticscourse,112.0,5814.0,227.38,11.0,8.0,0.071,1467.0,2024-11-03,Hyderbad,Tablet,analytics for data,0.07142857142857142,0.019263845889232887,2.0301785714285714,28.4225,5.451754771747734
A1085,Dataanalyticscourse,123.0,3292.0,233.2,28.0,6.0,0.049,1174.0,2024-11-19,Hyderabad,Desktop,data anaytics training,0.04878048780487805,0.037363304981773995,1.8959349593495933,38.86666666666667,4.034305317324185
A1086,Data Anlytics Corse,174.0,4305.0,206.02,20.0,3.0,0.034,1057.0,2024-11-23,Hyderabad,Desktop,learn data analytics,0.017241379310344827,0.04041811846689895,1.1840229885057472,68.67333333333333,4.130569847587613
A1087,Data Analytics Corse,143.0,4368.0,,27.0,7.0,0.049,1199.0,2024-03-11,Hydrebad,Tablet,analytics for data,0.04895104895104895,0.03273809523809524,,,
A1088,Data Analytcis Course,195.0,5935.0,209.68,23.0,9.0,0.046,1966.0,2024-11-07,Hydrebad,Tablet,online data analytic,0.046153846153846156,0.03285593934288121,1.0752820512820513,23.297777777777778,8.376192293017931
A1089,Dataanalyticscourse,176.0,5847.0,241.04,13.0,6.0,0.034,1194.0,2024-11-02,Hyderabad,Desktop,online data analytic,0.03409090909090909,0.030100906447750982,1.3695454545454544,40.17333333333333,3.9535346830401594
A1090,Data Anlytics Corse,141.0,4851.0,227.39,28.0,5.0,0.03546099290780142,1821.0,2024-11-15,Hyderabad,Desktop,analytics for data,0.03546099290780142,0.02906617192331478,1.6126950354609928,45.477999999999994,7.008267733849335
A1091,Data Analytics Corse,108.0,4710.0,204.16,19.0,10.0,0.093,1731.0,2024-11-20,Hyderbad,Tablet,data analitics online,0.09259259259259259,0.022929936305732482,1.8903703703703703,20.416,7.478644200626959
A1092,Data Anlytics Corse,112.0,3345.0,,11.0,6.0,0.047,1859.0,2024-11-23,Hyderbad,Tablet,analytics for data,0.05357142857142857,0.03348281016442452,,,
A1093,Dataanalyticscourse,,5903.0,184.41,23.0,9.0,,1188.0,2024-11-20,Hyderbad,Tablet,online data analytic,,,,20.49,5.442166910688141
A1094,Data Analytcis Course,145.0,5004.0,216.45,22.0,5.0,0.034,1496.0,2024-11-01,Hydrebad,Tablet,data analitics online,0.034482758620689655,0.02897681854516387,1.492758620689655,43.29,5.911526911526912
A1095,Data Anlytics Corse,183.0,3947.0,197.3,15.0,8.0,0.044,1645.0,2024-11-14,Hyderbad,Desktop,data anaytics training,0.04371584699453552,0.04636432733721814,1.0781420765027323,24.6625,7.3375570197668525
A1096,Dataanalyticscourse,113.0,3690.0,229.42,20.0,5.0,0.044,1915.0,2024-11-28,Hyderabad,Tablet,learn data analytics,0.04424778761061947,0.03062330623306233,2.0302654867256638,45.884,7.347136256647198
A1097,Data Analytcis Course,101.0,5943.0,187.32,27.0,6.0,0.059,1614.0,2024-11-15,Hydrebad,Tablet,data analitics online,0.0594059405940594,0.016994783779236074,1.8546534653465345,31.22,7.616271620755926
A1098,Dataanalyticscourse,189.0,5357.0,222.5,24.0,3.0,0.05,1839.0,2024-11-25,Hydrebad,Tablet,data analytics course,0.015873015873015872,0.03528094082508867,1.1772486772486772,74.16666666666667,7.265168539325843
A1099,Data Anlytics Corse,154.0,3596.0,236.14,30.0,9.0,0.058,1036.0,2024-11-06,Hyderabad,Tablet,online data analytic,0.05844155844155844,0.04282536151279199,1.5333766233766233,26.237777777777776,3.3872279156432628
A1100,Data Anlytics Corse,179.0,5162.0,246.76,16.0,5.0,0.05,1052.0,2024-11-29,Hyderbad,Desktop,online data analytic,0.027932960893854747,0.03467648198372724,1.3785474860335194,49.352,3.263251742583887
A1101,Data Analytics Corse,148.0,3747.0,244.41,18.0,8.0,0.054,1092.0,2024-11-17,Hyderabad,Tablet,learn data analytics,0.05405405405405406,0.03949826527888978,1.6514189189189188,30.55125,3.467902295323432
A1102,Data Anlytics Corse,177.0,4822.0,197.03,26.0,9.0,0.051,1909.0,2024-11-04,Hyderbad,Mobile,online data analytic,0.05084745762711865,0.03670676068021568,1.1131638418079095,21.892222222222223,8.688879866010252
A1103,Data Analytcis Course,119.0,5800.0,221.36,11.0,8.0,0.06722689075630252,,2024-11-29,Hydrebad,Desktop,analytics for data,0.06722689075630252,0.020517241379310346,1.8601680672268908,27.67,
A1104,Data Analytcis Course,89.0,3594.0,,14.0,6.0,0.067,1026.0,2024-11-15,Hyderabad,Tablet,data analytics course,0.06741573033707865,0.02476349471341124,,,
A1105,Data Analytcis Course,146.0,4765.0,230.22,23.0,5.0,0.034,1944.0,2024-11-28,Hyderabad,Tablet,analytics for data,0.03424657534246575,0.030640083945435468,1.5768493150684932,46.044,7.444096950742768
A1106,Data Analytics Corse,109.0,4128.0,183.65,12.0,5.0,0.045871559633027525,,2024-11-30,Hyderabad,Desktop,data analitics online,0.045871559633027525,0.02640503875968992,1.6848623853211009,36.730000000000004,
A1107,Data Anlytics Corse,159.0,5127.0,197.16,21.0,4.0,0.025,1867.0,2024-11-03,Hyderabad,Tablet,learn data analytics,0.025157232704402517,0.0310122878876536,1.24,49.29,8.469466423209576
A1108,Data Anlytics Corse,144.0,5674.0,235.36,12.0,3.0,0.021,1505.0,2024-11-22,Hyderabad,Desktop,analytics for data,0.020833333333333332,0.02537892139584068,1.6344444444444446,78.45333333333333,5.394459551325628
A1109,Data Anlytics Corse,122.0,3793.0,237.22,19.0,8.0,0.066,1842.0,2024-11-20,Hyderabad,Tablet,online data analytic,0.06557377049180328,0.03216451357764303,1.9444262295081967,29.6525,6.76494393390102
A1110,Data Analytics Corse,112.0,4315.0,235.33,28.0,9.0,0.08,1116.0,2024-11-08,Hyderabad,Mobile,data analytics course,0.08035714285714286,0.025955967555040555,2.1011607142857143,26.14777777777778,3.7422768027875746
A1111,Dataanalyticscourse,174.0,4704.0,192.32,21.0,10.0,0.049,1501.0,2024-11-24,Hyderabad,Mobile,learn data analytics,0.05747126436781609,0.036989795918367346,1.105287356321839,19.232,6.804700499168054
A1112,Data Analytics Corse,168.0,3349.0,235.6,23.0,9.0,0.054,1894.0,2024-11-09,Hyderabad,Mobile,online data analytic,0.05357142857142857,0.050164228127799346,1.4023809523809523,26.177777777777777,7.039049235993209
A1113,Dataanalyticscourse,173.0,3501.0,223.9,28.0,10.0,0.044,1179.0,2024-11-25,Hyderbad,Mobile,data analytics course,0.057803468208092484,0.04941445301342474,1.2942196531791907,22.39,4.265743635551585
A1114,Data Analytics Corse,91.0,,203.52,,9.0,0.099,1838.0,2024-11-20,Hydrebad,Desktop,data analytics course,0.0989010989010989,,2.2364835164835166,22.613333333333333,8.031053459119496
A1115,Data Analytcis Course,140.0,5405.0,195.69,21.0,8.0,0.05714285714285714,1094.0,2024-11-21,Hyderabad,Desktop,data anaytics training,0.05714285714285714,0.025901942645698426,1.3977857142857142,24.46125,4.590474730441003
A1116,Dataanalyticscourse,93.0,3425.0,229.76,26.0,4.0,0.043,1344.0,2024-11-24,Hyderbad,Mobile,online data analytic,0.043010752688172046,0.027153284671532846,2.470537634408602,57.44,4.84958217270195
A1117,Data Analytcis Course,114.0,5263.0,189.13,23.0,5.0,0.044,1434.0,2024-05-11,Hyderabad,Mobile,data analytics course,0.043859649122807015,0.021660649819494584,1.6590350877192983,37.826,6.582086395600909
A1118,Data Anlytics Corse,172.0,3889.0,,21.0,10.0,0.05813953488372093,1766.0,2024-11-16,Hyderabad,Tablet,online data analytic,0.05813953488372093,0.04422730779120596,,,
A1119,Data Analytcis Course,188.0,3327.0,193.76,24.0,6.0,0.047,1220.0,2024-03-11,Hydrebad,Tablet,online data analytic,0.031914893617021274,0.05650736399158401,1.0306382978723403,32.29333333333333,5.29644921552436
A1120,Data Anlytics Corse,117.0,,214.18,29.0,4.0,0.034,1348.0,2024-11-23,Hyderabad,Mobile,learn data analytics,0.03418803418803419,,1.8305982905982907,53.545,5.293771593986366
A1121,Dataanalyticscourse,113.0,5471.0,215.57,27.0,9.0,0.038,1123.0,2024-11-23,Hyderabad,Mobile,analytics for data,0.07964601769911504,0.02065435934929629,1.9076991150442477,23.952222222222222,4.209444727930603
A1122,Data Analytics Corse,109.0,3550.0,240.33,14.0,8.0,0.073,1982.0,2024-11-24,Hyderabad,Tablet,learn data analytics,0.07339449541284404,0.030704225352112677,2.204862385321101,30.04125,7.246993716972496
A1123,Data Anlytics Corse,174.0,3178.0,225.67,18.0,10.0,0.057,1140.0,2024-11-20,Hyderabad,Desktop,data analitics online,0.05747126436781609,0.05475141598489616,1.2969540229885057,22.567,4.0516240528204905
A1124,Dataanalyticscourse,96.0,4673.0,192.88,24.0,5.0,0.052,1962.0,2024-11-10,Hyderabad,Mobile,learn data analytics,0.052083333333333336,0.020543548041943076,2.0091666666666668,38.576,9.17212774782248
A1125,Data Analytcis Course,110.0,4254.0,187.87,11.0,4.0,0.03636363636363636,1172.0,2024-11-04,Hyderabad,Mobile,data anaytics training,0.03636363636363636,0.025858015984955338,1.707909090909091,46.9675,5.23835631021451
A1126,Data Anlytics Corse,163.0,3658.0,237.63,23.0,7.0,0.043,1699.0,2024-11-23,Hyderbad,Tablet,online data analytic,0.04294478527607362,0.04455986878075451,1.4578527607361962,33.94714285714286,6.149770651853721
